,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
10,2022-10-09,21:00,La Liga,Matchweek 8,Sun,Home,W,1.0,0.0,Celta Vigo,2.0,1.5,57.0,81525.0,Sergio Busquets,4-3-3,José Luis Munuera,Match Report,
11,2022-10-12,21:00,Champions Lg,Group stage,Wed,Home,D,3.0,3.0,it  Inter,2.2,2.0,61.0,92302.0,Sergio Busquets,4-3-3,Szymon Marciniak,Match Report,
12,2022-10-16,16:15,La Liga,Matchweek 9,Sun,Away,L,1.0,3.0,Real Madrid,2.0,1.1,56.0,62876.0,Sergio Busquets,4-3-3,José Sánchez,Match Report,
13,2022-10-20,21:00,La Liga,Matchweek 10,Thu,Home,W,3.0,0.0,Villarreal,2.1,0.4,69.0,73261.0,Sergi Roberto,4-3-3,Carlos del Cerro,Match Report,
14,2022-10-23,21:00,La Liga,Matchweek 11,Sun,Home,W,4.0,0.0,Athletic Club,1.4,0.5,65.0,84817.0,Sergio Busquets,4-3-3,Juan Martínez,Match Report,
15,2022-10-26,21:00,Champions Lg,Group stage,Wed,Home,L,0.0,3.0,de  Bayern Munich,0.7,2.1,52.0,84016.0,Sergio Busquets,4-3-3,Anthony Taylor,Match Report,
16,2022-10-29,21:00,La Liga,Matchweek 12,Sat,Away,W,1.0,0.0,Valencia,1.6,0.2,67.0,46007.0,Sergio Busquets,4-3-3,Ricardo de Burgos,Match Report,
17,2022-11-01,21:00,Champions Lg,Group stage,Tue,Away,W,4.0,2.0,cz  Viktoria Plzeň,2.3,2.6,76.0,11258.0,Gerard Piqué,4-3-3,Radu Petrescu,Match Report,
18,2022-11-05,21:00,La Liga,Matchweek 13,Sat,Home,W,2.0,0.0,Almería,4.0,0.5,70.0,92605.0,Gerard Piqué,4-3-3,Pablo González,Match Report,
19,2022-11-08,21:30,La Liga,Matchweek 14,Tue,Away,W,2.0,1.0,Osasuna,0.8,1.0,53.0,21603.0,Sergio Busquets,4-3-3,Jesús Gil,Match Report,
20,2022-12-31,14:00,La Liga,Matchweek 15,Sat,Home,D,1.0,1.0,Espanyol,2.2,0.9,77.0,88095.0,Sergi Roberto,4-3-3,Antonio Matéu,Match Report,
21,2023-01-04,21:00,Copa del Rey,Round of 32,Wed,Away,W,4.0,3.0,Intercity,,,77.0,26000.0,Sergio Busquets,4-3-3,Valentín Pizarro,Match Report,Required Extra Time
22,2023-01-08,21:00,La Liga,Matchweek 16,Sun,Away,W,1.0,0.0,Atlético Madrid,0.6,1.3,58.0,63493.0,Sergio Busquets,4-3-3,José Luis Munuera,Match Report,
23,2023-01-12,22:00,Supercopa de España,Semi-finals,Thu,Away,,,,Betis,,,,,,,,Head-to-Head,
24,2023-01-18,,Copa del Rey,Round of 16,Wed,Away,,,,AD Ceuta,,,,,,,,Head-to-Head,
25,2023-01-22,,La Liga,Matchweek 18,Sun,Home,,,,Getafe,,,,,,,,Head-to-Head,
26,2023-01-29,,La Liga,Matchweek 19,Sun,Away,,,,Girona,,,,,,,,Head-to-Head,
27,2023-02-01,21:00,La Liga,Matchweek 17,Wed,Away,,,,Betis,,,,,,,,Head-to-Head,
28,2023-02-05,,La Liga,Matchweek 20,Sun,Home,,,,Sevilla,,,,,,,,Head-to-Head,
29,2023-02-12,,La Liga,Matchweek 21,Sun,Away,,,,Villarreal,,,,,,,,Head-to-Head,
30,2023-02-16,18:45,Europa Lg,Knockout round play-offs,Thu,Home,,,,eng  Manchester Utd,,,,,,,,Head-to-Head,Leg 1 of 2
31,2023-02-19,,La Liga,Matchweek 22,Sun,Home,,,,Cádiz,,,,,,,,Head-to-Head,
32,2023-02-23,20:00,Europa Lg,Knockout round play-offs,Thu,Away,,,,eng  Manchester Utd,,,,,,,,Head-to-Head,Leg 2 of 2
33,2023-02-26,,La Liga,Matchweek 23,Sun,Away,,,,Almería,,,,,,,,Head-to-Head,
34,2023-03-05,,La Liga,Matchweek 24,Sun,Home,,,,Valencia,,,,,,,,Head-to-Head,
35,2023-03-12,,La Liga,Matchweek 25,Sun,Away,,,,Athletic Club,,,,,,,,Head-to-Head,
36,2023-03-19,,La Liga,Matchweek 26,Sun,Home,,,,Real Madrid,,,,,,,,Head-to-Head,
37,2023-04-02,,La Liga,Matchweek 27,Sun,Away,,,,Elche,,,,,,,,Head-to-Head,
38,2023-04-09,,La Liga,Matchweek 28,Sun,Home,,,,Girona,,,,,,,,Head-to-Head,
39,2023-04-16,,La Liga,Matchweek 29,Sun,Away,,,,Getafe,,,,,,,,Head-to-Head,
40,2023-04-23,,La Liga,Matchweek 30,Sun,Home,,,,Atlético Madrid,,,,,,,,Head-to-Head,
41,2023-04-26,,La Liga,Matchweek 31,Wed,Away,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
42,2023-04-30,,La Liga,Matchweek 32,Sun,Home,,,,Betis,,,,,,,,Head-to-Head,
43,2023-05-03,,La Liga,Matchweek 33,Wed,Home,,,,Osasuna,,,,,,,,Head-to-Head,
44,2023-05-14,,La Liga,Matchweek 34,Sun,Away,,,,Espanyol,,,,,,,,Head-to-Head,
45,2023-05-21,,La Liga,Matchweek 35,Sun,Home,,,,Real Sociedad,,,,,,,,Head-to-Head,
46,2023-05-24,,La Liga,Matchweek 36,Wed,Away,,,,Valladolid,,,,,,,,Head-to-Head,
47,2023-05-28,,La Liga,Matchweek 37,Sun,Home,,,,Mallorca,,,,,,,,Head-to-Head,
48,2023-06-04,,La Liga,Matchweek 38,Sun,Away,,,,Celta Vigo,,,,,,,,Head-to-Head,
