,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,blockedX,blockedY,isShot,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,cardType.value,cardType.displayName,venue
0,1392892635.0,2.0,0,0.0,65,0.0,0.0,0,[],[],False,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Camp Nou
1,1772290721.0,2.0,0,0.0,67,0.0,0.0,0,[],[],False,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Camp Nou
2,1754769211.0,3.0,0,1.0,65,49.8,50.9,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.7'}]","[90, 116, 29, 34, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,22221.0,37.7,49.3,,,,,,,,,,,Camp Nou
3,1943843830.0,4.0,0,2.0,65,37.5,49.1,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.8'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,44721.0,53.8,47.8,,,,,,,,,,,Camp Nou
4,1250742743.0,5.0,0,4.0,65,53.8,47.8,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.1'}]","[90, 116, 29, 34, 36, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,22221.0,36.1,84.4,,,,,,,,,,,Camp Nou
5,1211427760.0,6.0,0,6.0,65,40.7,80.3,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.0'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,89931.0,55.0,59.7,,,,,,,,,,,Camp Nou
6,1992163082.0,7.0,0,8.0,65,55.0,59.7,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 119, 28, 35, 37, 215, 217]",True,1,FirstHalf,1,Pass,0,Unsuccessful,22221.0,55.4,42.2,,,,,,,,,,,Camp Nou
7,1350028476.0,3.0,0,9.0,67,45.7,62.3,0,[],[92],False,1,FirstHalf,49,BallRecovery,1,Successful,94868.0,,,,,,,,,,,,,Camp Nou
8,1896458520.0,4.0,0,11.0,67,50.8,73.9,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '85.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.0'}]","[90, 117, 119, 28, 34, 36, 215, 217]",True,1,FirstHalf,1,Pass,0,Unsuccessful,94868.0,47.2,85.3,,,,,,,,,,,Camp Nou
9,1450608848.0,8.0,0,12.0,65,54.7,12.4,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '10.2'}]","[90, 117, 119, 28, 34, 37, 215, 217]",True,1,FirstHalf,1,Pass,0,Unsuccessful,95953.0,44.7,10.2,,,,,,,,,,,Camp Nou
