,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Match Report
10,2015-10-28,Wed,Serie A,Matchweek 10,Home,W 1–0,Milan,Chievo,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
11,2015-11-01,Sun,Serie A,Matchweek 11,Away,W 3–1,Milan,Lazio,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
12,2015-11-07,Sat,Serie A,Matchweek 12,Home,D 0–0,Milan,Atalanta,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
13,2015-11-21,Sat,Serie A,Matchweek 13,Away,L 0–1,Milan,Juventus,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
14,2015-11-28,Sat,Serie A,Matchweek 14,Home,W 4–1,Milan,Sampdoria,Y,GK,90,1,1,1,100.0,0,1,1,0,0,Match Report
15,2015-12-01,Tue,Coppa Italia,Fourth round,Home,W 3–1,Milan,Crotone,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,2015-12-06,Sun,Serie A,Matchweek 15,Away,D 0–0,Milan,Carpi,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
17,2015-12-13,Sun,Serie A,Matchweek 16,Home,D 1–1,Milan,Hellas Verona,Y,GK,90,1,1,1,100.0,0,1,1,0,0,Match Report
18,2015-12-17,Thu,Coppa Italia,Round of 16,Away,W 2–0,Milan,Sampdoria,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
19,2015-12-20,Sun,Serie A,Matchweek 17,Away,W 4–2,Milan,Frosinone,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report
20,2016-01-06,Wed,Serie A,Matchweek 18,Home,L 0–1,Milan,Bologna,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
21,2016-01-09,Sat,Serie A,Matchweek 19,Away,D 1–1,Milan,Roma,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
22,2016-01-13,Wed,Coppa Italia,Quarter-finals,Home,W 2–1,Milan,Carpi,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
23,2016-01-17,Sun,Serie A,Matchweek 20,Home,W 2–0,Milan,Fiorentina,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
24,2016-01-23,Sat,Serie A,Matchweek 21,Away,D 2–2,Milan,Empoli,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report
25,2016-01-26,Tue,Coppa Italia,Semi-finals,Away,W 1–0,Milan,Alessandria,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
26,2016-01-31,Sun,Serie A,Matchweek 22,Home,W 3–0,Milan,Inter,Y,GK,90,3,0,3,100.0,1,1,0,0,1,Match Report
27,2016-02-03,Wed,Serie A,Matchweek 23,Away,W 2–0,Milan,Palermo,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
28,2016-02-07,Sun,Serie A,Matchweek 24,Home,D 1–1,Milan,Udinese,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
29,2016-02-14,Sun,Serie A,Matchweek 25,Home,W 2–1,Milan,Genoa,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report
30,2016-02-22,Mon,Serie A,Matchweek 26,Away,D 1–1,Milan,Napoli,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
31,2016-02-27,Sat,Serie A,Matchweek 27,Home,W 1–0,Milan,Torino,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
32,2016-03-01,Tue,Coppa Italia,Semi-finals,Home,W 5–0,Milan,Alessandria,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
33,2016-03-06,Sun,Serie A,Matchweek 28,Away,L 0–2,Milan,Sassuolo,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report
34,2016-03-13,Sun,Serie A,Matchweek 29,Away,D 0–0,Milan,Chievo,Y,GK,18,0,0,0,,1,0,0,0,0,Match Report
35,2016-03-20,Sun,Serie A,Matchweek 30,Home,D 1–1,Milan,Lazio,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
36,2016-04-03,Sun,Serie A,Matchweek 31,Away,L 1–2,Milan,Atalanta,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report
37,2016-04-09,Sat,Serie A,Matchweek 32,Home,L 1–2,Milan,Juventus,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report
38,2016-04-17,Sun,Serie A,Matchweek 33,Away,W 1–0,Milan,Sampdoria,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
39,2016-04-21,Thu,Serie A,Matchweek 34,Home,D 0–0,Milan,Carpi,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
40,2016-04-25,Mon,Serie A,Matchweek 35,Away,L 1–2,Milan,Hellas Verona,Y*,GK,90,11,2,10,90.9,0,1,1,0,0,Match Report
41,2016-05-01,Sun,Serie A,Matchweek 36,Home,D 3–3,Milan,Frosinone,Y,GK,90,4,3,1,25.0,0,0,0,0,0,Match Report
42,2016-05-07,Sat,Serie A,Matchweek 37,Away,W 1–0,Milan,Bologna,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
43,2016-05-14,Sat,Serie A,Matchweek 38,Home,L 1–3,Milan,Roma,Y,GK,90,9,3,6,66.7,0,0,0,0,0,Match Report
44,2016-05-21,Sat,Coppa Italia,Final,Home,L 0–1,Milan,Juventus,Y,,120,,1,,,0,0,0,0,0,Match Report
45,,,,,,12-11-8,,,31/31,,2748,106,30,80,75.5,11,4,3,0,1,
