id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
2815,Quincy Promes,16,1440,14,10.769489234313369,6,5.462448136880994,67,54,6,0,F M,Spartak Moscow,12,8.506663432344794,16.861599758267403,5.912028946913779
10636,Vladimir Sychevoy,15,1081,14,8.265668919309974,1,2.1927223559468985,54,16,3,0,F M S,FC Orenburg,13,7.5113935973495245,7.815001677721739,1.0806770934723318
3262,Malcom,17,1469,12,8.730883276090026,5,3.826987884938717,65,41,1,0,F M,Zenit St. Petersburg,12,8.730883276090026,16.245884895324707,6.197354730218649
2771,Christian Noboa,15,1217,10,7.945035112090409,1,2.5337770208716393,33,33,2,0,M S,PFC Sochi,4,2.6651093447580934,7.36435092613101,4.357181821018457
5454,Fedor Chalov,17,1350,10,10.40616074949503,1,3.890459280461073,55,26,2,0,F,CSKA Moscow,8,8.897610135376453,13.13505906611681,2.214789053425193
8782,Eduard Spertsyan,16,1420,9,5.960269894450903,5,3.4479159582406282,45,38,5,0,M,FC Krasnodar,6,3.6974439434707165,7.56802336499095,2.8922823760658503
2775,Dmitriy Poloz,16,1332,8,6.58352532889694,0,1.5393569953739643,25,21,4,0,F M,FC Rostov,2,2.0578734511509538,3.985588563606143,1.1304635861888528
2925,Fedor Smolov,15,1117,7,6.48508820310235,2,2.2084749964997172,36,23,0,0,F S,Dinamo Moscow,4,4.222262289375067,8.96841685473919,2.913092477247119
3015,Nikolay Komlichenko,17,1451,7,4.787575401365757,5,2.5208462849259377,27,21,3,0,F,FC Rostov,6,3.2790248338133097,5.748375987634063,2.0853128591552377
5397,Alexander Sobolev,16,1230,7,6.3340145498514175,4,2.8619856536388397,44,22,7,0,F S,Spartak Moscow,7,6.3340145498514175,11.231171697378159,3.497755518183112
5417,Mohamed Konate,16,813,7,4.069976888597012,1,0.3347086235880852,25,5,1,1,F S,FK Akhmat,7,4.069976888597012,5.112963637337089,0.9902758523821831
7761,Timur Suleymanov,16,1039,7,3.7829523240216076,1,0.4216935355216265,34,8,2,1,F M S,Nizhny Novgorod,6,3.0286769890226424,3.875013927463442,0.5668296739459038
8984,Wendel,16,1372,7,2.6593627454712987,2,3.5776753574609756,34,28,1,0,M,Zenit St. Petersburg,7,2.6593627454712987,12.54237450659275,7.990148948505521
7680,Andrey Mostovoy,17,917,6,4.2496073096990585,2,1.1525718355551362,33,21,0,0,F M S,Zenit St. Petersburg,6,3.4953319281339645,9.075290201231837,5.3450106754899025
9590,Ivan Sergeev,15,831,6,6.723125886172056,4,2.04782622307539,27,13,0,0,F S,Zenit St. Petersburg,6,6.723125886172056,9.365771172568202,1.0025184322148561
10459,Jesús Medina,15,1188,6,5.527872739359736,4,2.987357024103403,33,32,0,0,F M S,CSKA Moscow,4,4.019322073087096,8.117536999285221,2.489135067909956
10681,Jimmy Marín,15,996,6,5.978566460311413,3,2.9981286376714706,39,30,0,0,F M S,FC Orenburg,5,5.224291153252125,9.930423226207495,2.631143714301288
48,Jhon Córdoba,12,993,5,5.374295609071851,1,1.1103218663483858,34,10,4,0,F,FC Krasnodar,5,4.620020287111402,6.4110336527228355,1.4639524444937706
2822,George Melkadze,14,1025,5,4.861030742526054,1,1.2473016362637281,34,11,5,0,F S,PFC Sochi,5,4.861030742526054,7.926884926855564,2.037274057045579
2854,Daler Kuzyaev,13,982,5,2.943608835339546,3,1.7769667357206345,18,15,2,0,D M S,Zenit St. Petersburg,3,1.4350597113370895,5.851435527205467,4.1810618713498116
4605,Anton Miranchuk,16,1101,5,4.327979385852814,4,2.2597396774217486,29,32,4,0,F M S,Lokomotiv Moscow,1,1.3108780905604362,4.902763064019382,2.956209059804678
7477,Maksim Glushenkov,16,1309,5,7.575137346982956,4,4.6668016985058784,66,32,3,0,F M,Krylya Sovetov Samara,5,6.820862025022507,12.168895848095417,2.754904516041279
9049,Konstantin Tyukavin,16,546,5,3.644889160990715,1,0.5970341116189957,23,4,0,0,F S,Dinamo Moscow,5,3.644889160990715,5.728251516819,1.540610427968204
10458,Jorge Carrascal,16,1314,5,5.538307033479214,2,3.306542026810348,45,28,5,0,F M S,CSKA Moscow,3,4.02975644916296,10.73813720792532,4.20655870065093
10630,Aleksey Kashtanov,16,998,5,4.852602830156684,4,2.0877908132970333,39,19,2,0,F S,Ural,3,3.3440522011369467,5.053506454452872,1.2788147442042828
2751,Aleksey Ionov,16,1291,4,1.8551179207861423,0,2.43888583406806,17,29,3,0,F M S,FC Krasnodar,4,1.8551179207861423,6.159812163561583,2.5673337476328015
3026,Artem Timofeev,16,1354,4,2.375219875946641,0,0.7465184405446053,25,12,3,0,M,FK Akhmat,4,2.375219875946641,3.9215939436107874,2.120439352467656
5923,Nikolay Kalinskiy,12,907,4,3.686021864414215,3,2.936347706243396,25,27,2,0,M S,Nizhny Novgorod,0,0.6689205728471279,2.8055063225328922,1.4432896561920643
6025,Ivan Ignatyev,12,685,4,3.3095738403499126,2,1.1768643110990524,21,7,1,0,F S,Lokomotiv Moscow,4,3.3095738403499126,4.866162125021219,0.46851717960089445
6580,Danil Glebov,17,1530,4,1.0531257865950465,3,0.8376004947349429,14,14,2,0,D M,FC Rostov,4,1.0531257865950465,4.707560777664185,2.8734098449349403
7639,Aleksandr Dolgov,17,590,4,3.3577459417283535,2,0.547434669919312,19,11,2,0,F S,Khimki,4,3.3577459417283535,3.9582365108653903,0.2721150554716587
7641,Timur Ayupov,14,1170,4,2.547143497504294,0,0.37255282420665026,11,10,5,0,M S,FC Orenburg,4,2.547143497504294,4.49370695464313,2.1999970078468323
9591,Vladislav Sarveli,17,867,4,4.650911035947502,0,1.1259114444255829,27,14,1,0,F M S,PFC Sochi,4,4.650911035947502,6.464893241412938,1.4104980286210775
10530,Olakunle Olusegun,13,1050,4,2.2957350816577673,2,0.77727928198874,22,13,1,0,F M,FC Krasnodar,4,2.2957350816577673,6.435547813773155,3.526989419013262
10671,Maksim Maksimov,17,787,4,3.406743723899126,0,0.38735594786703587,26,6,3,0,F S,Fakel,4,3.406743723899126,3.9441542010754347,0.8169514406472445
10674,Georgi Gongadze,16,764,4,2.8324344251304865,2,1.4568632952868938,27,9,3,0,F S,Fakel,2,1.3238837774842978,1.6785275312140584,0.1894191913306713
2929,Yuri Gazinskiy,12,891,3,3.331073802895844,1,0.5223081531003118,10,3,1,0,M S,Ural,3,3.331073802895844,3.0727800130844116,1.8849383369088173
2946,Bernard Berisha,14,920,3,2.209478313103318,1,1.757376879453659,26,23,5,0,M S,FK Akhmat,2,1.4552030209451914,3.744166575372219,1.2581428326666355
5483,Eric Bicfalvi,14,847,3,2.2813552878797054,0,1.6173299513757229,42,20,2,0,F M S,Ural,3,2.2813552878797054,4.018904760479927,0.7220250647515059
5536,Daniil Fomin,16,1378,3,4.274183839559555,2,0.9387194234877825,26,14,3,0,M,Dinamo Moscow,0,1.2570825507864356,7.144818343222141,5.401405833661556
6611,Vyacheslav Grulev,16,848,3,3.519102689810097,2,1.9341898281127214,28,11,1,0,F M S,Dinamo Moscow,3,3.519102689810097,5.682051945477724,1.0179388672113419
7283,Daniil Utkin,17,1530,3,3.1042110230773687,5,2.942205250263214,47,28,3,0,M,FC Rostov,3,2.3499357234686613,5.59021688811481,3.374079065397382
7461,Roman Akbashev,16,1254,3,1.853951063938439,3,1.3662046771496534,28,19,4,0,M S,Fakel,3,1.853951063938439,3.377375703305006,1.2715291464701295
