id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
5322,Victor Osimhen,11,914,9,9.099479779601097,2,1.061597378924489,47,11,1,0,F S,Napoli,9,9.099479779601097,8.29771538078785,0.790078729391098
865,Marko Arnautovic,13,1117,8,6.668683901429176,0,2.4996250718832016,23,19,4,0,F,Bologna,5,4.384787452407181,8.151160713285208,1.9416587110608816
5556,Ademola Lookman,15,863,7,6.005424968898296,1,2.7815065160393715,24,19,1,0,F M S,Atalanta,5,4.4828272964805365,8.492515783756971,1.690398659557104
7006,Lautaro Martínez,15,1224,7,8.058440320193768,3,3.5785381346940994,50,24,2,0,F S,Inter,6,7.297141529619694,10.596994012594223,2.447637502104044
9018,M&#039;Bala Nzola,15,1350,7,5.380869776010513,0,0.6669069267809391,35,13,4,0,F,Spezia,6,4.6195709854364395,5.248087555170059,1.2176342150196433
1209,Ciro Immobile,11,816,6,6.353676936589181,3,1.0625381227582693,27,9,1,0,F S,Lazio,5,4.831079243682325,7.718399939127266,2.0136421732604504
1253,Edin Dzeko,15,931,6,7.0425449796020985,2,2.122416779398918,37,12,0,0,F S,Inter,6,7.0425449796020985,9.585095211863518,1.8095010546967387
7084,Dusan Vlahovic,10,863,6,5.816992662847042,1,0.6827184110879898,31,11,0,0,F,Juventus,5,5.0556938871741295,4.905621115118265,1.247153103351593
7193,Rafael Leão,14,1024,6,5.675418436527252,4,3.0081595070660114,50,23,2,1,M S,AC Milan,6,5.675418436527252,9.790863938629627,1.6275111329741776
7224,Boulaye Dia,14,965,6,4.068526845425367,2,1.0625543715432286,16,13,0,0,F S,Salernitana,6,4.068526845425367,5.793501070700586,1.4250097991898656
7453,Khvicha Kvaratskhelia,12,891,6,3.48715353384614,5,4.8579801842570305,34,23,0,0,F M S,Napoli,6,3.48715353384614,11.016242019832134,4.376494325697422
9983,Beto,15,678,6,4.31085467711091,0,0.6517654443159699,21,7,0,0,F S,Udinese,6,4.31085467711091,5.396574229001999,0.6714842729270458
502,Olivier Giroud,13,772,5,5.814469011500478,3,2.8171389177441597,38,11,1,1,F S,AC Milan,4,5.05317017622292,7.685874732211232,1.877757539972663
1294,Paulo Dybala,9,615,5,4.24916323274374,2,2.945378389209509,26,20,2,0,M S,Roma,4,3.4878643974661827,6.7409167513251305,1.6971659939736128
1409,Nicolò Barella,15,1294,5,1.5410352507606149,5,2.335660209879279,13,21,2,0,M,Inter,5,1.5410352507606149,7.929928541183472,4.659486250951886
1958,Mattia Zaccagni,13,1044,5,3.2695697247982025,3,2.277052078396082,22,13,2,0,F,Lazio,5,3.2695697247982025,6.752660270780325,1.780433652922511
1304,Moise Kean,13,488,4,3.622020050883293,0,0.8967590928077698,19,4,2,0,F S,Juventus,4,3.622020050883293,4.484968818724155,0.43893286027014256
1583,Arkadiusz Milik,12,699,4,3.7884767651557922,0,0.6246307026594877,19,5,1,1,F S,Juventus,4,3.7884767651557922,5.963431894779205,1.9759129621088505
4981,Davide Frattesi,15,1242,4,3.5982823371887207,0,0.7872812766581774,30,14,2,0,M,Sassuolo,4,3.5982823371887207,5.708679420873523,1.8654584623873234
6276,Nikola Vlasic,15,1283,4,3.4536408372223377,2,1.2626617290079594,34,24,1,0,F M S,Torino,4,3.4536408372223377,7.169377122074366,3.366516962647438
6421,Brahim Diaz,13,678,4,2.9535193126648664,1,2.27501342818141,15,16,2,0,M S,AC Milan,4,2.9535193126648664,8.40913194604218,3.6616252777166665
7944,Gabriel Strefezza,13,907,4,1.6754958108067513,0,0.7144740708172321,19,10,2,0,F M S,Lecce,3,0.9141969755291939,2.2598184794187546,1.0468378774821758
9969,Teun Koopmeiners,15,1295,4,4.27584832906723,1,1.7124902699142694,27,19,3,0,M S,Atalanta,2,1.9919518381357193,5.170193426311016,2.8004522249102592
628,Chris Smalling,15,1323,3,1.595276272855699,0,0.04292254149913788,9,1,3,0,D S,Roma,3,1.595276272855699,4.272776385769248,4.272776385769248
702,Tammy Abraham,15,1066,3,7.232895381748676,1,2.526483219116926,34,17,0,0,F S,Roma,3,7.232895381748676,9.484091266989708,1.0443835388869047
1121,Giacomo Bonaventura,12,933,3,2.202405672520399,0,1.109997995197773,27,12,3,0,M S,Fiorentina,3,2.202405672520399,3.1490988191217184,0.7162179425358772
1208,Felipe Anderson,15,1240,3,1.991960090585053,2,3.4138470347970724,15,22,1,0,F M,Lazio,3,1.991960090585053,7.868173103779554,3.0219377167522907
1219,Luis Alberto,13,538,3,0.6824849043041468,1,1.0274786511436105,9,12,1,0,M S,Lazio,3,0.6824849043041468,3.879300299100578,2.556215336546302
1324,Federico Dimarco,15,1066,3,1.3018771894276142,0,3.3699140520766377,21,27,0,0,D S,Inter,3,1.3018771894276142,6.909690847620368,4.294968876056373
1386,Piotr Zielinski,15,928,3,1.6117428410798311,5,5.542081231251359,26,35,0,0,M S,Napoli,3,1.6117428410798311,8.479927234351635,5.087934672832489
1473,Matteo Politano,14,599,3,2.9039250519126654,3,2.978102095425129,20,21,1,0,F M S,Napoli,1,1.3813274055719376,5.486569739878178,1.9758964776992798
1543,Sergej Milinkovic-Savic,14,1166,3,2.8294768165796995,7,3.9904623739421368,21,19,6,0,M S,Lazio,3,2.8294768165796995,8.50537657737732,3.047882467508316
1809,Joaquín Correa,13,323,3,2.133549638092518,1,0.6680787652730942,9,3,1,0,F S,Inter,3,2.133549638092518,3.0455088764429092,0.6542667150497437
1852,Ante Rebic,10,413,3,2.230145238339901,2,1.5719554852694273,13,8,2,0,F M S,AC Milan,3,2.230145238339901,3.9803531132638454,0.32181628979742527
3291,Adrien Rabiot,11,939,3,2.0841712532564998,2,0.9656389066949487,13,10,1,0,M,Juventus,3,2.0841712532564998,4.967085402458906,3.3777585458010435
4895,Andrea Pinamonti,15,1174,3,3.3693691547960043,0,1.3625548519194126,35,9,2,0,F S,Sassuolo,2,2.608070334419608,4.912480182945728,1.5630120672285557
6228,Luka Jovic,14,751,3,4.308203086256981,0,0.3630004646256566,28,9,2,0,F S,Fiorentina,3,3.5469042509794235,3.0220473762601614,0.3931942991912365
7090,Krzysztof Piatek,11,688,3,3.9888726100325584,1,0.5448833769187331,21,7,2,0,F S,Salernitana,2,3.2275738194584846,5.203068993985653,1.784784022718668
7912,Eljif Elmas,14,516,3,2.0898118503391743,1,0.8731228043325245,11,9,1,0,F M S,Napoli,3,2.0898118503391743,4.071322452276945,1.4451571367681026
7999,Hirving Lozano,14,727,3,4.401526901870966,3,2.0107246972620487,26,17,1,0,F M S,Napoli,2,3.6402280665934086,6.816251557320356,1.645750880241394
8341,Lazar Samardzic,14,510,3,0.6527418633922935,1,1.3700930196791887,15,15,0,0,M S,Udinese,3,0.6527418633922935,3.6072327625006437,2.811934497207403
