id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
5322,Victor Osimhen,23,1939,21,20.575172930955887,4,1.9984205402433872,98,22,4,0,F S,Napoli,21,20.575172930955887,18.857257582247257,1.6047986885532737
7006,Lautaro Martínez,29,2189,14,14.779293761588633,3,4.300842382013798,101,36,3,0,F S,Inter,13,13.256695942021906,17.98321682959795,4.449469167739153
5556,Ademola Lookman,28,1656,13,10.382994521409273,4,5.5546298418194056,50,37,3,0,F M S,Atalanta,10,8.099100502207875,16.138385304249823,3.6893253223970532
9018,M&#039;Bala Nzola,24,2082,13,10.298184834420681,2,1.6128061711788177,51,21,6,0,F S,Spezia,10,8.014288149774075,10.132759191095829,1.9074253793805838
7453,Khvicha Kvaratskhelia,25,1955,12,7.47589173913002,10,8.124801609665155,70,44,0,0,F M S,Napoli,10,5.953294064849615,19.006248983554542,7.652395590208471
1294,Paulo Dybala,22,1638,11,8.34256286174059,6,7.244902638718486,56,51,3,0,F M S,Roma,7,5.29736740142107,10.738359525799751,3.467269442975521
1958,Mattia Zaccagni,26,2099,10,7.254727119579911,5,3.8445783453062177,45,24,7,0,F M S,Lazio,9,6.493428299203515,14.856717847287655,5.594816374592483
7193,Rafael Leão,27,1960,10,9.397984804585576,6,6.433383943513036,78,38,5,1,M S,AC Milan,10,9.397984804585576,19.82994755357504,5.479423152282834
7224,Boulaye Dia,26,1911,10,6.512539085000753,5,2.2737166825681925,38,29,2,0,F M S,Salernitana,10,6.512539085000753,9.669523381628096,1.813423772342503
9983,Beto,29,1892,10,9.04642752930522,1,2.205739051103592,52,19,2,0,F S,Udinese,9,8.285128723829985,11.011521803215146,1.7477912064641714
1209,Ciro Immobile,22,1547,9,10.059693994000554,3,1.6333573665469885,51,18,2,0,F S,Lazio,7,7.775796117261052,11.412328409031034,2.4656142313033342
502,Olivier Giroud,26,1692,8,10.950701583176851,4,4.989244314841926,67,21,6,1,F S,AC Milan,7,10.18940757587552,14.009192030876875,3.5984004344791174
865,Marko Arnautovic,16,1246,8,6.693684430792928,0,2.499624372459948,24,19,5,0,F S,Bologna,5,4.409788646735251,8.581341340206563,2.3468366926535964
2217,Antonio Sanabria,24,1696,8,8.28614025004208,2,3.1425617430359125,47,18,4,0,F S,Torino,7,7.5248414147645235,13.06583253853023,3.689765591174364
3291,Adrien Rabiot,24,2036,8,6.397548420354724,3,1.8904936583712697,32,25,5,0,M S,Juventus,8,6.397548420354724,8.855557382106781,5.572512838989496
6160,Riccardo Orsolini,25,1613,8,6.526427878066897,3,2.0144102787598968,65,32,5,1,F M S,Bologna,7,5.765129072591662,8.329068377614021,2.1941295489668846
7084,Dusan Vlahovic,20,1581,8,9.488952711224556,2,2.498812932521105,56,18,0,0,F S,Juventus,6,7.205054953694344,8.291228890419006,2.023580178618431
1253,Edin Dzeko,29,1568,7,9.442265838384628,3,3.0181226395070553,65,21,2,0,F S,Inter,7,9.442265838384628,13.264974113553762,2.4409464932978153
6697,Armand Lauriente,22,1849,7,3.894963936880231,6,5.390331439673901,50,57,6,1,F M,Sassuolo,6,3.133665094152093,10.467406667768955,4.416104301810265
7944,Gabriel Strefezza,27,1885,7,3.944190166890621,1,2.347932642325759,49,30,4,0,F M S,Lecce,6,3.1828911527991295,7.017004458233714,2.7414525533095
11055,Rasmus Højlund,25,1415,7,8.456535324454308,2,1.8490506634116173,39,22,1,0,F S,Atalanta,7,8.456535324454308,11.779701875522733,2.256189253181219
702,Tammy Abraham,29,1840,6,11.75170736387372,3,3.847012974321842,51,27,2,0,F S,Roma,6,11.75170736387372,12.43772085942328,1.3584484420716763
1208,Felipe Anderson,29,2308,6,4.691994379274547,2,4.374996300786734,29,38,2,0,F M S,Lazio,6,4.691994379274547,14.448409773409367,6.348895281553268
1304,Moise Kean,24,856,6,6.901520825922489,0,1.2698498405516148,34,8,5,1,F S,Juventus,6,6.901520825922489,7.6549671441316605,0.585463635623455
1383,Manolo Gabbiadini,26,1612,6,5.707346087321639,1,2.31970651820302,57,15,5,0,F M S,Sampdoria,6,5.707346087321639,7.709779322147369,1.9515615087002516
1543,Sergej Milinkovic-Savic,27,2298,6,4.715903412550688,8,6.849932875484228,44,37,8,0,M S,Lazio,6,4.715903412550688,13.969733893871307,6.90372971445322
1583,Arkadiusz Milik,19,1063,6,4.603251546621323,1,1.2316103726625443,29,9,1,1,F S,Juventus,6,4.603251546621323,7.055568937212229,2.614775599911809
1612,Domenico Berardi,19,1338,6,7.4357819482684135,6,3.661667786538601,62,26,6,0,F M S,Sassuolo,2,3.629292406141758,10.269165188074112,5.472859393805265
1868,Daniel Ciofani,26,675,6,5.786788592115045,0,0.5354826934635639,27,7,1,0,F S,Cremonese,3,2.741592524573207,2.5512890927493572,0.622867913916707
