club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Valencia CF,Martín Zubimendi,21,Spain,Defensive Midfield,DM,20000000.0,Real Sociedad B,Spain,,in,summer,Laliga,2020,False,
Valencia CF,Roberto López,20,Spain,Attacking Midfield,AM,4000000.0,Real Sociedad B,Spain,,in,summer,Laliga,2020,False,
Valencia CF,Jon Bautista,24,Spain,Centre-Forward,CF,1200000.0,KAS Eupen,Belgium,0.0,in,summer,Laliga,2020,True,end of loan
Valencia CF,Jon Guridi,25,Spain,Central Midfield,CM,1800000.0,CD Mirandés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Valencia CF,Martín Merquelanz,25,Spain,Left Winger,LW,2000000.0,CD Mirandés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Valencia CF,Gerónimo Rulli,28,Argentina,Goalkeeper,GK,4000000.0,Montpellier,France,0.0,in,summer,Laliga,2020,True,end of loan
Valencia CF,Raúl Navas,32,Spain,Centre-Back,CB,300000.0,CA Osasuna,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Valencia CF,Kévin Rodrigues,26,Portugal,Left-Back,LB,2500000.0,CD Leganés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Valencia CF,Modibo Sagnan,21,France,Centre-Back,CB,3000000.0,CD Mirandés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Valencia CF,Diego Llorente,27,Spain,Centre-Back,CB,20000000.0,Leeds,England,20000000.0,out,summer,Laliga,2020,False,
Valencia CF,Gerónimo Rulli,28,Argentina,Goalkeeper,GK,4000000.0,Villarreal,Spain,5000000.0,out,summer,Laliga,2020,False,
Valencia CF,Raúl Navas,32,Spain,Centre-Back,CB,300000.0,CA Osasuna,Spain,250000.0,out,summer,Laliga,2020,False,
Valencia CF,Kévin Rodrigues,26,Portugal,Left-Back,LB,2500000.0,SD Eibar,Spain,0.0,out,summer,Laliga,2020,True,free loan
Valencia CF,David Zurutuza,34,Spain,Central Midfield,CM,,,,,out,summer,Laliga,2020,False,
Valencia CF,Martin Ødegaard,21,Norway,Attacking Midfield,AM,40000000.0,Real Madrid,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Athletic Bilbao,Javi Jiménez,23,Spain,Centre-Back,CB,200000.0,Valencia B,Spain,,in,summer,Laliga,2020,False,
Athletic Bilbao,Hugo Guillamón,20,Spain,Defensive Midfield,DM,10000000.0,Valencia B,Spain,,in,summer,Laliga,2020,False,
Athletic Bilbao,Cristian Rivero,22,Spain,Goalkeeper,GK,300000.0,Valencia B,Spain,,in,summer,Laliga,2020,False,
Athletic Bilbao,Yunus Musah,17,United States,Right Winger,RW,15000000.0,Valencia B,Spain,,in,summer,Laliga,2020,False,
Athletic Bilbao,Toni Lato,22,Spain,Left-Back,LB,2500000.0,CA Osasuna,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Athletic Bilbao,Jason,26,Spain,Right Winger,RW,2500000.0,Getafe,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Athletic Bilbao,Uros Racic,22,Serbia,Defensive Midfield,DM,10000000.0,Famalicão,Portugal,0.0,in,summer,Laliga,2020,True,end of loan
Athletic Bilbao,Àlex Carbonell,22,Spain,Central Midfield,CM,300000.0,Fortuna Sittard,Netherlands,0.0,in,summer,Laliga,2020,True,end of loan
Athletic Bilbao,Álex Blanco,21,Spain,Left Winger,LW,1500000.0,Real Zaragoza,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Athletic Bilbao,Álex Centelles,20,Spain,Left-Back,LB,2000000.0,Famalicão,Portugal,0.0,in,summer,Laliga,2020,True,end of loan
Athletic Bilbao,Rodrigo,29,Spain,Second Striker,SS,18000000.0,Leeds,England,30000000.0,out,summer,Laliga,2020,False,
Athletic Bilbao,Ferran Torres,20,Spain,Right Winger,RW,50000000.0,Man City,England,23000000.0,out,summer,Laliga,2020,False,
Athletic Bilbao,Francis Coquelin,29,France,Defensive Midfield,DM,5000000.0,Villarreal,Spain,7100000.0,out,summer,Laliga,2020,False,
Athletic Bilbao,Dani Parejo,31,Spain,Central Midfield,CM,9000000.0,Villarreal,Spain,2250000.0,out,summer,Laliga,2020,False,
Athletic Bilbao,Álex Centelles,21,Spain,Left-Back,LB,2000000.0,UD Almería,Spain,0.0,out,summer,Laliga,2020,False,
Athletic Bilbao,Àlex Carbonell,23,Spain,Central Midfield,CM,300000.0,FC Luzern,Switzerland,0.0,out,summer,Laliga,2020,False,
Athletic Bilbao,Javi Jiménez,23,Spain,Centre-Back,CB,200000.0,Albacete,Spain,0.0,out,summer,Laliga,2020,True,free loan
Athletic Bilbao,Cristiano Piccini,27,Italy,Right-Back,RB,1500000.0,Atalanta BC,Italy,0.0,out,summer,Laliga,2020,True,free loan
Athletic Bilbao,Ezequiel Garay,33,Argentina,Centre-Back,CB,,Without Club,,,out,summer,Laliga,2020,False,
Athletic Bilbao,Alessandro Florenzi,29,Italy,Right-Back,RB,8000000.0,AS Roma,Italy,0.0,out,summer,Laliga,2020,True,end of loan
Athletic Bilbao,Jaume Costa,32,Spain,Left-Back,LB,2000000.0,Villarreal,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Granada CF,Álex Berenguer,25,Spain,Left Winger,LW,15000000.0,Torino,Italy,12000000.0,in,summer,Laliga,2020,False,
Granada CF,Unai Vencedor,19,Spain,Central Midfield,CM,7500000.0,Bilbao Athletic,Spain,,in,summer,Laliga,2020,False,
Granada CF,Jon Morcillo,21,Spain,Left Winger,LW,5000000.0,Bilbao Athletic,Spain,,in,summer,Laliga,2020,False,
Granada CF,Dani Vivian,21,Spain,Centre-Back,CB,7500000.0,Bilbao Athletic,Spain,,in,summer,Laliga,2020,False,
Granada CF,Oihan Sancet,20,Spain,Attacking Midfield,AM,3500000.0,Bilbao Athletic,Spain,,in,summer,Laliga,2020,False,
Granada CF,Jokin Ezkieta,23,Spain,Goalkeeper,GK,300000.0,Bilbao Athletic,Spain,,in,summer,Laliga,2020,False,
Granada CF,Cristian Ganea,28,Romania,Left-Back,LB,700000.0,FC Viitorul,Romania,0.0,in,summer,Laliga,2020,True,end of loan
Granada CF,Hodei Oleaga,23,Spain,Goalkeeper,GK,200000.0,UD Melilla,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Granada CF,Peru Nolaskoain,21,Spain,Defensive Midfield,DM,3000000.0,Dep. La Coruña,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Granada CF,Andoni López,24,Spain,Left-Back,LB,300000.0,Elche CF,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Granada CF,Iñigo Vicente,22,Spain,Left Winger,LW,1000000.0,CD Mirandés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Granada CF,Gaizka Larrazabal,22,Spain,Right Winger,RW,800000.0,Real Zaragoza,Spain,0.0,out,summer,Laliga,2020,False,
Granada CF,Andoni López,24,Spain,Left-Back,LB,300000.0,UD Logroñés,Spain,0.0,out,summer,Laliga,2020,False,
Granada CF,Hodei Oleaga,23,Spain,Goalkeeper,GK,200000.0,Barakaldo CF,Spain,0.0,out,summer,Laliga,2020,False,
Granada CF,Cristian Ganea,28,Romania,Left-Back,LB,700000.0,Aris Saloniki,Greece,0.0,out,summer,Laliga,2020,False,
Granada CF,Dani Vivian,21,Spain,Centre-Back,CB,7500000.0,CD Mirandés,Spain,0.0,out,summer,Laliga,2020,True,free loan
Granada CF,Mikel San José,31,Spain,Defensive Midfield,DM,1000000.0,Without Club,,,out,summer,Laliga,2020,False,
Granada CF,Beñat Etxebarria,33,Spain,Central Midfield,CM,,Without Club,,,out,summer,Laliga,2020,False,
CA Osasuna,Luis Suárez,22,Colombia,Centre-Forward,CF,10000000.0,Watford,England,7000000.0,in,summer,Laliga,2020,False,
CA Osasuna,Luis Milla,25,Spain,Central Midfield,CM,4000000.0,CD Tenerife,Spain,5000000.0,in,summer,Laliga,2020,False,
CA Osasuna,Maxime Gonalons,31,France,Defensive Midfield,DM,2500000.0,AS Roma,Italy,4000000.0,in,summer,Laliga,2020,False,
CA Osasuna,Alberto Soro,21,Spain,Right Winger,RW,3000000.0,Real Madrid,Spain,2500000.0,in,summer,Laliga,2020,False,
CA Osasuna,Dimitri Foulquier,27,Guadeloupe,Right-Back,RB,2500000.0,Watford,England,2000000.0,in,summer,Laliga,2020,False,
CA Osasuna,Jorge Molina,38,Spain,Centre-Forward,CF,1000000.0,Getafe,Spain,0.0,in,summer,Laliga,2020,False,
CA Osasuna,Nehuén Pérez,20,Argentina,Centre-Back,CB,4000000.0,Atlético Madrid,Spain,0.0,in,summer,Laliga,2020,True,free loan
CA Osasuna,Kenedy,24,Brazil,Left Winger,LW,10000000.0,Chelsea,England,0.0,in,summer,Laliga,2020,True,free loan
CA Osasuna,Jesús Vallejo,23,Spain,Centre-Back,CB,5000000.0,Real Madrid,Spain,0.0,in,summer,Laliga,2020,True,free loan
CA Osasuna,Bernardo Cruz,27,Spain,Centre-Back,CB,350000.0,CD Numancia,Spain,0.0,in,summer,Laliga,2020,True,end of loan
CA Osasuna,José Antonio González,24,Spain,Central Midfield,CM,200000.0,Córdoba CF,Spain,0.0,in,summer,Laliga,2020,True,end of loan
CA Osasuna,Bernardo Cruz,27,Spain,Centre-Back,CB,350000.0,Córdoba CF,Spain,0.0,out,summer,Laliga,2020,False,
CA Osasuna,Álvaro Vadillo,25,Spain,Left Winger,LW,1000000.0,Celta de Vigo,Spain,0.0,out,summer,Laliga,2020,False,
CA Osasuna,Ismail Köybasi,31,Turkey,Left-Back,LB,500000.0,C. Rizespor,Turkey,0.0,out,summer,Laliga,2020,False,
CA Osasuna,José Antonio González,24,Spain,Central Midfield,CM,200000.0,Recr. Huelva,Spain,0.0,out,summer,Laliga,2020,False,
CA Osasuna,Antoñín,20,Spain,Centre-Forward,CF,1000000.0,Rayo Vallecano,Spain,0.0,out,summer,Laliga,2020,True,free loan
CA Osasuna,Álex Martínez,30,Spain,Left-Back,LB,200000.0,Without Club,,,out,summer,Laliga,2020,False,
CA Osasuna,Gil Dias,23,Portugal,Left-Back,LB,3000000.0,Monaco,France,0.0,out,summer,Laliga,2020,True,end of loan
CA Osasuna,Jesús Vallejo,23,Spain,Centre-Back,CB,5000000.0,Real Madrid,Spain,0.0,out,summer,Laliga,2020,True,end of loan
CA Osasuna,Dimitri Foulquier,27,Guadeloupe,Right-Back,RB,2500000.0,Watford,England,0.0,out,summer,Laliga,2020,True,end of loan
CA Osasuna,Maxime Gonalons,31,France,Defensive Midfield,DM,2500000.0,AS Roma,Italy,0.0,out,summer,Laliga,2020,True,end of loan
CA Osasuna,Carlos Fernández,24,Spain,Centre-Forward,CF,9000000.0,Sevilla FC,Spain,0.0,out,summer,Laliga,2020,True,end of loan
CA Osasuna,José Antonio Martínez,27,Spain,Centre-Back,CB,1500000.0,SD Eibar,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Levante UD,Juan Cruz,28,Spain,Left-Back,LB,2200000.0,Elche CF,Spain,3000000.0,in,summer,Laliga,2020,False,
Levante UD,Enric Gallego,33,Spain,Centre-Forward,CF,600000.0,Getafe,Spain,3000000.0,in,summer,Laliga,2020,False,
Levante UD,Lucas Torró,26,Spain,Defensive Midfield,DM,2200000.0,E. Frankfurt,Germany,2000000.0,in,summer,Laliga,2020,False,
Levante UD,Raúl Navas,32,Spain,Centre-Back,CB,300000.0,Real Sociedad,Spain,250000.0,in,summer,Laliga,2020,False,
Levante UD,Ante Budimir,29,Croatia,Centre-Forward,CF,9000000.0,RCD Mallorca,Spain,0.0,in,summer,Laliga,2020,True,free loan
Levante UD,Jony,29,Spain,Left Winger,LW,1500000.0,Lazio,Italy,0.0,in,summer,Laliga,2020,True,free loan
Levante UD,Jonathan Calleri,26,Argentina,Centre-Forward,CF,5000000.0,Maldonado,Uruguay,0.0,in,summer,Laliga,2020,True,free loan
Levante UD,Juan Villar,32,Spain,Right Winger,RW,300000.0,Rayo Vallecano,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Levante UD,Barbero,22,Spain,Centre-Forward,CF,300000.0,UD Almería,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Levante UD,Brandon Thomas,25,Spain,Centre-Forward,CF,600000.0,Girona,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Levante UD,Luis Perea,22,Spain,Defensive Midfield,DM,1000000.0,Alcorcón,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Levante UD,Antonio Otegui,22,Spain,Central Midfield,CM,300000.0,CD Numancia,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Levante UD,Jaume Grau,23,Spain,Central Midfield,CM,800000.0,CD Lugo,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Levante UD,Luis Perea,23,Spain,Defensive Midfield,DM,1000000.0,CD Leganés,Spain,3000000.0,out,summer,Laliga,2020,False,
Levante UD,Juan Villar,32,Spain,Right Winger,RW,300000.0,UD Almería,Spain,450000.0,out,summer,Laliga,2020,False,
Levante UD,Antonio Otegui,22,Spain,Central Midfield,CM,300000.0,CD Badajoz,Spain,0.0,out,summer,Laliga,2020,False,
Levante UD,Fran Mérida,30,Spain,Central Midfield,CM,1000000.0,Espanyol,Spain,0.0,out,summer,Laliga,2020,False,
Levante UD,Marc Cardona,25,Spain,Centre-Forward,CF,600000.0,RCD Mallorca,Spain,0.0,out,summer,Laliga,2020,True,free loan
Levante UD,Barbero,22,Spain,Centre-Forward,CF,300000.0,Alcorcón,Spain,0.0,out,summer,Laliga,2020,True,free loan
Levante UD,Rober Ibáñez,27,Spain,Right Winger,RW,500000.0,CD Leganés,Spain,0.0,out,summer,Laliga,2020,True,free loan
Levante UD,Jaume Grau,23,Spain,Central Midfield,CM,800000.0,Tondela,Portugal,0.0,out,summer,Laliga,2020,True,free loan
Levante UD,José Manuel Arnáiz,25,Spain,Left Winger,LW,2000000.0,CD Leganés,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Levante UD,Enric Gallego,33,Spain,Centre-Forward,CF,600000.0,Getafe,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Levante UD,Toni Lato,22,Spain,Left-Back,LB,2500000.0,Valencia,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Levante UD,Raúl Navas,32,Spain,Centre-Back,CB,300000.0,Real Sociedad,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Levante UD,Pervis Estupiñán,22,Ecuador,Left-Back,LB,15000000.0,Watford,England,0.0,out,summer,Laliga,2020,True,end of loan
Real Betis Balompié,Jorge de Frutos,23,Spain,Right Winger,RW,12000000.0,Real Madrid,Spain,2000000.0,in,summer,Laliga,2020,False,
Real Betis Balompié,Dani Gómez,22,Spain,Centre-Forward,CF,1500000.0,Real Madrid,Spain,2000000.0,in,summer,Laliga,2020,False,
Real Betis Balompié,Son,26,Spain,Right-Back,RB,800000.0,Ponferradina,Spain,0.0,in,summer,Laliga,2020,False,
Real Betis Balompié,Mickaël Malsa,24,Martinique,Defensive Midfield,DM,5000000.0,CD Mirandés,Spain,0.0,in,summer,Laliga,2020,False,
Real Betis Balompié,Pablo Martínez,22,Spain,Central Midfield,CM,1500000.0,Atl. Levante,Spain,,in,summer,Laliga,2020,False,
Real Betis Balompié,Arturo Molina,24,Spain,Attacking Midfield,AM,300000.0,Atl. Levante,Spain,,in,summer,Laliga,2020,False,
Real Betis Balompié,Pepelu,21,Spain,Defensive Midfield,DM,2500000.0,Tondela,Portugal,0.0,in,summer,Laliga,2020,True,end of loan
Real Betis Balompié,Moses Simon,24,Nigeria,Left Winger,LW,9000000.0,FC Nantes,France,0.0,in,summer,Laliga,2020,True,end of loan
Real Betis Balompié,Fran Manzanara,23,Spain,Central Midfield,CM,300000.0,Ponferradina,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Betis Balompié,Ivi López,26,Spain,Attacking Midfield,AM,2000000.0,Ponferradina,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Betis Balompié,Antonio Luna,29,Spain,Left-Back,LB,900000.0,Rayo Vallecano,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Betis Balompié,Cheick Doukouré,27,Cote d'Ivoire,Defensive Midfield,DM,600000.0,SD Huesca,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Betis Balompié,Armando Sadiku,29,Albania,Centre-Forward,CF,300000.0,Málaga CF,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Betis Balompié,Raphael Dwamena,24,Ghana,Centre-Forward,CF,400000.0,Real Zaragoza,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Betis Balompié,Moses Simon,24,Nigeria,Left Winger,LW,9000000.0,FC Nantes,France,5000000.0,out,summer,Laliga,2020,False,
Real Betis Balompié,Bruno González,30,Spain,Centre-Back,CB,1000000.0,Real Valladolid,Spain,0.0,out,summer,Laliga,2020,False,
Real Betis Balompié,Armando Sadiku,29,Albania,Centre-Forward,CF,300000.0,BB Erzurumspor,Turkey,0.0,out,summer,Laliga,2020,False,
Real Betis Balompié,Raphael Dwamena,24,Ghana,Centre-Forward,CF,400000.0,Vejle BK,Denmark,0.0,out,summer,Laliga,2020,False,
Real Betis Balompié,Ivi López,26,Spain,Attacking Midfield,AM,2000000.0,Rakow,Poland,0.0,out,summer,Laliga,2020,False,
Real Betis Balompié,Antonio Luna,29,Spain,Left-Back,LB,900000.0,Girona,Spain,0.0,out,summer,Laliga,2020,False,
Real Betis Balompié,Fran Manzanara,24,Spain,Central Midfield,CM,300000.0,CD Numancia,Spain,0.0,out,summer,Laliga,2020,False,
Real Betis Balompié,Arturo Molina,24,Spain,Attacking Midfield,AM,300000.0,CD Castellón,Spain,0.0,out,summer,Laliga,2020,True,free loan
Real Betis Balompié,Hernâni,29,Portugal,Right Winger,RW,1000000.0,Al-Wahda,Saudi Arabia,0.0,out,summer,Laliga,2020,True,free loan
Real Betis Balompié,Pablo Martínez,22,Spain,Central Midfield,CM,1500000.0,CD Mirandés,Spain,0.0,out,summer,Laliga,2020,True,free loan
Real Betis Balompié,Iván López,26,Spain,Right-Back,RB,200000.0,Without Club,,,out,summer,Laliga,2020,False,
Real Betis Balompié,Pepelu,22,Spain,Defensive Midfield,DM,2500000.0,Vit. Guimarães,Portugal,0.0,out,summer,Laliga,2020,True,free loan
Real Betis Balompié,Borja Mayoral,23,Spain,Centre-Forward,CF,14000000.0,Real Madrid,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Víctor Ruiz,31,Spain,Centre-Back,CB,2200000.0,Besiktas,Turkey,0.0,in,summer,Laliga,2020,False,
Real Valladolid CF,Claudio Bravo,37,Chile,Goalkeeper,GK,1000000.0,Man City,England,0.0,in,summer,Laliga,2020,False,
Real Valladolid CF,Martín Montoya,29,Spain,Right-Back,RB,2000000.0,Brighton,England,0.0,in,summer,Laliga,2020,False,
Real Valladolid CF,Juan Miranda,20,Spain,Left-Back,LB,7000000.0,Barcelona,Spain,0.0,in,summer,Laliga,2020,True,free loan
Real Valladolid CF,Paul Akouokou,22,Cote d'Ivoire,Defensive Midfield,DM,1500000.0,Betis Deportivo,Spain,,in,summer,Laliga,2020,False,
Real Valladolid CF,Rober González,19,Spain,Right Winger,RW,1500000.0,Betis Deportivo,Spain,,in,summer,Laliga,2020,False,
Real Valladolid CF,Edgar González,23,Spain,Centre-Back,CB,5000000.0,Betis Deportivo,Spain,,in,summer,Laliga,2020,False,
Real Valladolid CF,Francis Guerrero,24,Spain,Right-Back,RB,500000.0,UD Almería,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Ismael Gutiérrez,20,Spain,Central Midfield,CM,700000.0,Alavés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Víctor Camarasa,26,Spain,Central Midfield,CM,1500000.0,Alavés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Juanjo Narváez,25,Colombia,Centre-Forward,CF,1500000.0,UD Las Palmas,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Giovani Lo Celso,24,Argentina,Central Midfield,CM,22000000.0,Spurs,England,0.0,in,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Liberto Beltrán,23,Spain,Left Winger,LW,200000.0,Lleida Esportiu,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Aitor Ruibal,24,Spain,Right Winger,RW,3000000.0,CD Leganés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Antonio Sanabria,24,Paraguay,Centre-Forward,CF,7500000.0,Genoa,Italy,0.0,in,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Giovani Lo Celso,24,Argentina,Central Midfield,CM,22000000.0,Spurs,England,32000000.0,out,summer,Laliga,2020,False,
Real Valladolid CF,Zouhair Feddal,30,Morocco,Centre-Back,CB,6000000.0,Sporting CP,Portugal,3800000.0,out,summer,Laliga,2020,False,
Real Valladolid CF,Ismael Gutiérrez,20,Spain,Central Midfield,CM,700000.0,Atl. Madrid B,Spain,1000000.0,out,summer,Laliga,2020,False,
Real Valladolid CF,Antonio Barragán,33,Spain,Right-Back,RB,800000.0,Elche CF,Spain,0.0,out,summer,Laliga,2020,False,
Real Valladolid CF,Juanjo Narváez,25,Colombia,Centre-Forward,CF,1500000.0,Real Zaragoza,Spain,0.0,out,summer,Laliga,2020,False,
Real Valladolid CF,Liberto Beltrán,23,Spain,Left Winger,LW,200000.0,Albacete,Spain,0.0,out,summer,Laliga,2020,False,
Real Valladolid CF,Javi García,33,Spain,Centre-Back,CB,600000.0,Boavista,Portugal,0.0,out,summer,Laliga,2020,False,
Real Valladolid CF,Rober González,19,Spain,Right Winger,RW,1500000.0,UD Las Palmas,Spain,0.0,out,summer,Laliga,2020,True,free loan
Real Valladolid CF,Francis Guerrero,24,Spain,Right-Back,RB,500000.0,Without Club,,,out,summer,Laliga,2020,False,
Real Valladolid CF,Wilfrid Kaptoum,24,Cameroon,Central Midfield,CM,1500000.0,Without Club,,,out,summer,Laliga,2020,False,
Real Valladolid CF,Edgar González,23,Spain,Centre-Back,CB,5000000.0,Real Oviedo,Spain,0.0,out,summer,Laliga,2020,True,free loan
Real Valladolid CF,Carles Aleñá,22,Spain,Central Midfield,CM,15000000.0,Barcelona,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Real Valladolid CF,Alfonso Pedraza,24,Spain,Left-Back,LB,20000000.0,Villarreal,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Cádiz CF,Shon Weissman,24,Israel,Centre-Forward,CF,6000000.0,Wolfsberger AC,Austria,4000000.0,in,summer,Laliga,2020,False,
Cádiz CF,Javi Sánchez,23,Spain,Centre-Back,CB,2800000.0,Real Madrid,Spain,3000000.0,in,summer,Laliga,2020,False,
Cádiz CF,Saidy Janko,24,The Gambia,Right-Back,RB,1200000.0,FC Porto,Portugal,1900000.0,in,summer,Laliga,2020,False,
Cádiz CF,Jawad El Yamiq,28,Morocco,Centre-Back,CB,1200000.0,Genoa,Italy,250000.0,in,summer,Laliga,2020,False,
Cádiz CF,Raúl Carnero,31,Spain,Left-Back,LB,600000.0,Getafe,Spain,200000.0,in,summer,Laliga,2020,False,
Cádiz CF,Luis Pérez,25,Spain,Right-Back,RB,900000.0,CD Tenerife,Spain,0.0,in,summer,Laliga,2020,False,
Cádiz CF,Bruno González,30,Spain,Centre-Back,CB,1000000.0,Levante,Spain,0.0,in,summer,Laliga,2020,False,
Cádiz CF,Fabián Orellana,34,Chile,Right Winger,RW,1500000.0,SD Eibar,Spain,0.0,in,summer,Laliga,2020,False,
Cádiz CF,Roberto,34,Spain,Goalkeeper,GK,700000.0,West Ham,England,0.0,in,summer,Laliga,2020,False,
Cádiz CF,Roque Mesa,31,Spain,Central Midfield,CM,2500000.0,Sevilla FC,Spain,0.0,in,summer,Laliga,2020,False,
Cádiz CF,Jota,21,Portugal,Left Winger,LW,3500000.0,Benfica,Portugal,0.0,in,summer,Laliga,2020,True,free loan
Cádiz CF,Víctor García,23,Spain,Right Winger,RW,400000.0,Valladolid B,Spain,,in,summer,Laliga,2020,False,
Cádiz CF,Kike Pérez,23,Spain,Central Midfield,CM,1000000.0,Valladolid B,Spain,,in,summer,Laliga,2020,False,
Cádiz CF,Carlos Doncel,23,Spain,Left Winger,LW,500000.0,Valladolid B,Spain,,in,summer,Laliga,2020,False,
Cádiz CF,Diego Alende,22,Spain,Centre-Back,CB,600000.0,Valladolid B,Spain,,in,summer,Laliga,2020,False,
Cádiz CF,Roberto Corral,22,Spain,Left-Back,LB,200000.0,Valladolid B,Spain,,in,summer,Laliga,2020,False,
Cádiz CF,Marcos André,23,Brazil,Centre-Forward,CF,8500000.0,CD Mirandés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Cádiz CF,Moi Delgado,26,Spain,Left-Back,LB,400000.0,Racing,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Cádiz CF,Chris Ramos,23,Spain,Centre-Forward,CF,300000.0,CD Badajoz,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Cádiz CF,Anuar,25,Morocco,Central Midfield,CM,1200000.0,Panathinaikos,Greece,0.0,in,summer,Laliga,2020,True,end of loan
Cádiz CF,Luismi,28,Spain,Defensive Midfield,DM,500000.0,Real Oviedo,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Cádiz CF,Álvaro Aguado,24,Spain,Attacking Midfield,AM,1000000.0,CD Numancia,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Cádiz CF,Sekou Gassama,25,Senegal,Centre-Forward,CF,500000.0,CF Fuenlabrada,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Cádiz CF,El Hacen,22,Mauritania,Central Midfield,CM,200000.0,CD Lugo,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Cádiz CF,Mohammed Salisu,21,Ghana,Centre-Back,CB,10000000.0,Southampton,England,12000000.0,out,summer,Laliga,2020,False,
Cádiz CF,Stiven Plaza,21,Ecuador,Centre-Forward,CF,400000.0,Trabzonspor,Turkey,100000.0,out,summer,Laliga,2020,True,loan with fee
Cádiz CF,Antoñito,32,Spain,Right-Back,RB,200000.0,Panathinaikos,Greece,0.0,out,summer,Laliga,2020,False,
Cádiz CF,Luismi,28,Spain,Defensive Midfield,DM,500000.0,Elche CF,Spain,0.0,out,summer,Laliga,2020,False,
Cádiz CF,Carlos Doncel,23,Spain,Left Winger,LW,500000.0,Ponferradina,Spain,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,Chris Ramos,23,Spain,Centre-Forward,CF,300000.0,CD Lugo,Spain,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,Moi Delgado,26,Spain,Left-Back,LB,400000.0,CF Fuenlabrada,Spain,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,Anuar,25,Morocco,Central Midfield,CM,1200000.0,APOEL Nicosia,Cyprus,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,Roberto Corral,23,Spain,Left-Back,LB,200000.0,CD Numancia,Spain,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,Álvaro Aguado,24,Spain,Attacking Midfield,AM,1000000.0,CF Fuenlabrada,Spain,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,Sekou Gassama,25,Senegal,Centre-Forward,CF,500000.0,CF Fuenlabrada,Spain,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,El Hacen,22,Mauritania,Central Midfield,CM,200000.0,CD Lugo,Spain,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,Diego Alende,22,Spain,Centre-Back,CB,600000.0,CD Lugo,Spain,0.0,out,summer,Laliga,2020,True,free loan
