id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
3300,Christopher Nkunku,15,1285,12,10.29149642586708,0,2.3330999109894037,44,26,1,0,F M S,RasenBallsport Leipzig,10,8.018246829509735,11.240300685167313,2.786795999854803
5992,Marcus Thuram,15,1350,10,10.925028547644615,3,1.250326907262206,56,14,2,0,F,Borussia M.Gladbach,10,10.925028547644615,11.733019657433033,1.2500663306564093
6098,Niclas Füllkrug,14,1222,10,8.59892788529396,2,2.373244421556592,46,19,4,0,F,Werder Bremen,7,6.325597755610943,9.767896488308907,2.82555309869349
5266,Vincenzo Grifo,15,1147,9,7.222818836569786,2,4.2985977083444595,35,32,0,0,F M S,Freiburg,5,3.4339353442192078,8.145738787949085,4.32197224162519
8418,Jamal Musiala,14,1012,9,6.112782135605812,6,3.661964926868677,36,25,0,0,M S,Bayern Munich,9,6.112782135605812,14.302525967359543,7.60236550308764
993,Serge Gnabry,15,841,8,5.768466137349606,3,2.867929644882679,40,15,0,0,F M S,Bayern Munich,8,5.768466137349606,12.657627746462822,5.86762148141861
5706,Dodi Lukebakio,15,1276,7,4.6949507016688585,1,2.7577124387025833,37,13,5,0,F M,Hertha Berlin,5,3.179397339001298,6.477098630741239,1.8130600024014711
6145,Daichi Kamada,13,970,7,4.632772760465741,3,1.5187382642179728,20,13,1,0,M S,Eintracht Frankfurt,5,3.117219388484955,9.297020211815834,7.015674211084843
7882,Sheraldo Becker,15,1093,7,1.7253202199935913,3,1.374557452276349,24,19,1,0,F,Union Berlin,7,1.7253202199935913,4.267898892983794,1.6073131617158651
171,Michael Gregoritsch,15,1147,6,6.510712156072259,3,1.849287824705243,38,10,2,0,F,Freiburg,6,6.510712156072259,11.486717469990253,3.92375236004591
339,Eric Maxim Choupo-Moting,10,521,6,4.623184107244015,2,1.1870179697871208,15,8,0,0,F S,Bayern Munich,6,3.8654074147343636,8.795542061328888,3.7975025922060013
838,Sadio Mané,14,927,6,8.36420688778162,3,2.2771488036960363,41,13,1,0,F M S,Bayern Munich,5,6.848653502762318,12.821203917264938,4.601697690784931
6556,Moussa Diaby,15,1264,6,4.287839658558369,3,4.551645565778017,28,28,1,0,F M,Bayer Leverkusen,6,3.5300629809498787,9.13251668959856,1.7014066744595766
9133,Youssoufa Moukoko,14,767,6,5.098150156438351,3,0.9150680154561996,26,7,0,0,F S,Borussia Dortmund,6,5.098150156438351,6.442286908626556,1.3690434396266937
9752,Jesper Lindstrom,14,937,6,4.6921735517680645,0,1.6233302876353264,31,10,1,0,M S,Eintracht Frankfurt,6,4.6921735517680645,7.47036537155509,1.6174618862569332
