,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Match Report
10,2014-09-27,Sat,Primeira Liga,Matchweek 6,Away,L 0–3,Rio Ave,Braga,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
11,2014-10-02,Thu,Europa Lg,Group stage,Away,L 0–1,pt  Rio Ave,dk  Aalborg,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
12,2014-10-05,Sun,Primeira Liga,Matchweek 7,Away,D 0–0,Rio Ave,Nacional,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
13,2014-10-23,Thu,Europa Lg,Group stage,Away,L 1–2,pt  Rio Ave,ro  Steaua,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
14,2014-10-27,Mon,Primeira Liga,Matchweek 8,Home,W 3–2,Rio Ave,Penafiel,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
15,2014-10-31,Fri,Primeira Liga,Matchweek 9,Away,L 0–1,Rio Ave,Benfica,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,2014-11-06,Thu,Europa Lg,Group stage,Home,D 2–2,pt  Rio Ave,ro  Steaua,Y,,90,3,2,,33.3,0,0,0,0,0,Match Report
17,,,,,,,,,,,,,,,,,,,,,
18,2014-11-27,Thu,Europa Lg,Group stage,Away,L 0–2,pt  Rio Ave,ua  Dynamo Kyiv,Y,,90,14,2,,85.7,0,0,0,0,0,Match Report
19,2014-11-30,Sun,Primeira Liga,Matchweek 11,Away,L 0–5,Rio Ave,Porto,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
20,2014-12-06,Sat,Primeira Liga,Matchweek 12,Home,D 0–0,Rio Ave,Gil Vicente,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
21,2014-12-11,Thu,Europa Lg,Group stage,Home,W 2–0,pt  Rio Ave,dk  Aalborg,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
22,2014-12-14,Sun,Primeira Liga,Matchweek 13,Away,D 0–0,Rio Ave,Vitória,Y,,90,,0,,,1,0,0,0,0,Match Report
23,2014-12-22,Mon,Primeira Liga,Matchweek 14,Home,D 0–0,Rio Ave,Belenenses,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
24,2015-01-03,Sat,Primeira Liga,Matchweek 15,Away,W 2–1,Rio Ave,Paços,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
25,2015-01-11,Sun,Primeira Liga,Matchweek 16,Home,D 0–0,Rio Ave,Marítimo,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
26,2015-01-18,Sun,Primeira Liga,Matchweek 17,Away,L 2–4,Rio Ave,Sporting CP,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
27,2015-01-25,Sun,Primeira Liga,Matchweek 18,Away,L 1–4,Rio Ave,Vitória Setúbal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
28,2015-02-01,Sun,Primeira Liga,Matchweek 19,Home,W 2–1,Rio Ave,Estoril,Y,,90,,1,,,0,0,0,0,0,Match Report
29,2015-02-09,Mon,Primeira Liga,Matchweek 20,Away,D 1–1,Rio Ave,Boavista,Y,,90,,1,,,0,1,1,0,0,Match Report
30,2015-02-15,Sun,Primeira Liga,Matchweek 21,Home,D 1–1,Rio Ave,Moreirense,Y,,90,,1,,,0,0,0,0,0,Match Report
31,2015-02-22,Sun,Primeira Liga,Matchweek 22,Away,L 0–1,Rio Ave,Arouca,Y,,90,,1,,,0,0,0,0,0,Match Report
32,2015-02-28,Sat,Primeira Liga,Matchweek 23,Home,L 0–2,Rio Ave,Braga,Y,,90,,2,,,0,0,0,0,0,Match Report
33,2015-03-09,Mon,Primeira Liga,Matchweek 24,Home,D 1–1,Rio Ave,Nacional,Y,,90,,1,,,0,0,0,0,0,Match Report
34,2015-03-15,Sun,Primeira Liga,Matchweek 25,Away,W 2–0,Rio Ave,Penafiel,Y,,90,,0,,,1,0,0,0,0,Match Report
35,2015-03-21,Sat,Primeira Liga,Matchweek 26,Home,W 2–1,Rio Ave,Benfica,Y,,90,,1,,,0,0,0,0,0,Match Report
36,2015-04-03,Fri,Primeira Liga,Matchweek 27,Away,D 0–0,Rio Ave,Académica,Y,,90,,0,,,1,0,0,0,0,Match Report
37,2015-04-11,Sat,Primeira Liga,Matchweek 28,Home,L 1–3,Rio Ave,Porto,Y,,90,,3,,,0,1,1,0,0,Match Report
38,2015-04-19,Sun,Primeira Liga,Matchweek 29,Away,D 0–0,Rio Ave,Gil Vicente,Y,,90,,0,,,1,0,0,0,0,Match Report
39,2015-04-25,Sat,Primeira Liga,Matchweek 30,Home,D 1–1,Rio Ave,Vitória,Y,,90,,1,,,0,1,1,0,0,Match Report
40,2015-05-04,Mon,Primeira Liga,Matchweek 31,Away,W 3–1,Rio Ave,Belenenses,Y,,90,,1,,,0,0,0,0,0,Match Report
41,2015-05-09,Sat,Primeira Liga,Matchweek 32,Home,D 0–0,Rio Ave,Paços,Y,,90,,0,,,1,0,0,0,0,Match Report
42,2015-05-17,Sun,Primeira Liga,Matchweek 33,Away,L 0–4,Rio Ave,Marítimo,Y,,90,,4,,,0,0,0,0,0,Match Report
43,2015-05-23,Sat,Primeira Liga,Matchweek 34,Home,L 0–1,Rio Ave,Sporting CP,Y,,90,,1,,,0,0,0,0,0,Match Report
44,,,,,,4-9-7,,,19/20,,1720,17,22,,76.5,5,3,3,0,0,
