,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
13,2022-10-16,16:15,La Liga,Matchweek 9,Sun,Home,W,3.0,1.0,Barcelona,1.1,2.0,44.0,62876.0,Karim Benzema,4-3-3,José Sánchez,Match Report,
14,2022-10-19,21:00,La Liga,Matchweek 10,Wed,Away,W,3.0,0.0,Elche,1.5,0.8,62.0,30236.0,Karim Benzema,4-3-3,Jesús Gil,Match Report,
15,2022-10-22,21:00,La Liga,Matchweek 11,Sat,Home,W,3.0,1.0,Sevilla,3.0,0.5,56.0,59625.0,Luka Modrić,4-3-3,Alejandro Hernández,Match Report,
16,2022-10-25,21:00,Champions Lg,Group stage,Tue,Away,L,2.0,3.0,de  RB Leipzig,2.1,2.2,56.0,45228.0,Nacho,4-2-3-1,Daniele Orsato,Match Report,
17,2022-10-30,16:15,La Liga,Matchweek 12,Sun,Home,D,1.0,1.0,Girona,2.9,1.4,58.0,58367.0,Luka Modrić,4-3-3,Mario Melero,Match Report,
18,2022-11-02,18:45,Champions Lg,Group stage,Wed,Home,W,5.0,1.0,sct  Celtic,3.8,2.1,64.0,52511.0,Luka Modrić,4-3-3,Stéphanie Frappart,Match Report,
19,2022-11-07,21:00,La Liga,Matchweek 13,Mon,Away,L,2.0,3.0,Rayo Vallecano,2.4,1.5,54.0,14216.0,Luka Modrić,4-3-3,Juan Martínez,Match Report,
20,2022-11-10,21:30,La Liga,Matchweek 14,Thu,Home,W,2.0,1.0,Cádiz,2.0,0.9,66.0,53190.0,Luka Modrić,4-3-3,César Soto,Match Report,
21,2022-12-30,21:30,La Liga,Matchweek 15,Fri,Away,W,2.0,0.0,Valladolid,2.3,0.6,61.0,25950.0,Karim Benzema,4-3-3,José Luis Munuera,Match Report,
22,2023-01-03,21:00,Copa del Rey,Round of 32,Tue,Away,W,1.0,0.0,CP Cacereño,,,56.0,,Nacho,4-3-3,Guillermo Cuadra,Match Report,
23,2023-01-07,16:15,La Liga,Matchweek 16,Sat,Away,L,1.0,2.0,Villarreal,2.2,3.0,51.0,21088.0,Karim Benzema,4-3-3,César Soto,Match Report,
24,2023-01-11,22:00,Supercopa de España,Semi-finals,Wed,Home,,,,Valencia,,,,,,,,Head-to-Head,
25,2023-01-18,,Copa del Rey,Round of 16,Wed,Away,,,,Villarreal,,,,,,,,Head-to-Head,
26,2023-01-22,,La Liga,Matchweek 18,Sun,Away,,,,Athletic Club,,,,,,,,Head-to-Head,
27,2023-01-29,,La Liga,Matchweek 19,Sun,Home,,,,Real Sociedad,,,,,,,,Head-to-Head,
28,2023-02-02,21:00,La Liga,Matchweek 17,Thu,Home,,,,Valencia,,,,,,,,Head-to-Head,
29,2023-02-05,,La Liga,Matchweek 20,Sun,Away,,,,Mallorca,,,,,,,,Head-to-Head,
30,2023-02-12,,La Liga,Matchweek 21,Sun,Home,,,,Elche,,,,,,,,Head-to-Head,
31,2023-02-19,,La Liga,Matchweek 22,Sun,Away,,,,Osasuna,,,,,,,,Head-to-Head,
32,2023-02-21,20:00,Champions Lg,Round of 16,Tue,Away,,,,eng  Liverpool,,,,,,,,Head-to-Head,Leg 1 of 2
33,2023-02-26,,La Liga,Matchweek 23,Sun,Home,,,,Atlético Madrid,,,,,,,,Head-to-Head,
34,2023-03-05,,La Liga,Matchweek 24,Sun,Away,,,,Betis,,,,,,,,Head-to-Head,
35,2023-03-12,,La Liga,Matchweek 25,Sun,Home,,,,Espanyol,,,,,,,,Head-to-Head,
36,2023-03-15,21:00,Champions Lg,Round of 16,Wed,Home,,,,eng  Liverpool,,,,,,,,Head-to-Head,Leg 2 of 2
37,2023-03-19,,La Liga,Matchweek 26,Sun,Away,,,,Barcelona,,,,,,,,Head-to-Head,
38,2023-04-02,,La Liga,Matchweek 27,Sun,Home,,,,Valladolid,,,,,,,,Head-to-Head,
39,2023-04-09,,La Liga,Matchweek 28,Sun,Home,,,,Villarreal,,,,,,,,Head-to-Head,
40,2023-04-16,,La Liga,Matchweek 29,Sun,Away,,,,Cádiz,,,,,,,,Head-to-Head,
41,2023-04-23,,La Liga,Matchweek 30,Sun,Home,,,,Celta Vigo,,,,,,,,Head-to-Head,
42,2023-04-26,,La Liga,Matchweek 31,Wed,Away,,,,Girona,,,,,,,,Head-to-Head,
43,2023-04-30,,La Liga,Matchweek 32,Sun,Home,,,,Almería,,,,,,,,Head-to-Head,
44,2023-05-03,,La Liga,Matchweek 33,Wed,Away,,,,Real Sociedad,,,,,,,,Head-to-Head,
45,2023-05-14,,La Liga,Matchweek 34,Sun,Home,,,,Getafe,,,,,,,,Head-to-Head,
46,2023-05-21,,La Liga,Matchweek 35,Sun,Away,,,,Valencia,,,,,,,,Head-to-Head,
47,2023-05-24,,La Liga,Matchweek 36,Wed,Home,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
48,2023-05-28,,La Liga,Matchweek 37,Sun,Away,,,,Sevilla,,,,,,,,Head-to-Head,
49,2023-06-04,,La Liga,Matchweek 38,Sun,Home,,,,Athletic Club,,,,,,,,Head-to-Head,
