id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
3423,Kylian Mbappe-Lottin,17,1375,13,12.455513767898083,2,5.624495882540941,71,29,3,0,F S,Paris Saint Germain,11,10.175229780375957,18.575090773403645,5.820007424801588
8636,Jonathan Christian David,19,1608,12,11.489906692877412,4,3.8934321515262127,60,26,3,0,F M S,Lille,10,9.209627771750093,16.565881138667464,4.622789295390248
8997,Terem Igobor Moffi,18,1407,12,9.526424940675497,0,0.44532890245318413,35,9,1,0,F S,Lorient,11,8.006239827722311,9.324395075440407,3.5363591937348247
2099,Neymar,17,1331,11,8.641933925449848,10,6.934658743441105,34,44,4,1,F M S,Paris Saint Germain,9,7.121749944984913,20.09534452855587,11.711231585592031
3210,Wissam Ben Yedder,16,964,11,7.840343553572893,2,1.1863385774195194,28,9,1,0,F S,Monaco,7,4.0399374552071095,6.354313611984253,2.114084105938673
3277,Alexandre Lacazette,19,1660,11,12.233811161480844,4,3.9701708517968655,58,33,2,0,F M,Lyon,7,9.19342599157244,13.716070365160704,2.4048677682876587
5356,Breel Embolo,19,1369,10,8.647859800606966,2,3.5429968535900116,30,21,2,0,F S,Monaco,10,7.887761820107698,10.980790548026562,1.4760917834937572
9690,Folarin Balogun,18,1338,10,9.42165694758296,1,1.5244994014501572,45,13,3,0,F S,Reims,7,7.141375955194235,10.386898580938578,2.4184911772608757
5611,Martin Terrier,16,1344,9,6.767786033451557,4,3.3523694090545177,47,27,0,0,F M,Rennes,9,6.767786033451557,10.536171332001686,2.77431139908731
10832,Loïs Openda,19,1225,9,8.752668565139174,1,2.409512836486101,48,10,1,0,F S,Lens,9,8.752668565139174,11.221058188006282,1.0805888250470161
2097,Lionel Messi,15,1325,8,9.104873526841402,10,7.174041785299778,61,36,0,0,F M,Paris Saint Germain,8,9.104873526841402,20.389358960092068,10.160077963024378
5769,Habib Diallo,19,1346,8,7.792431648820639,0,1.8339798375964165,31,11,1,0,F S,Strasbourg,7,7.032336633652449,9.192791558802128,2.183079397305846
7747,Mama Baldé,17,1407,8,6.374528530985117,3,1.3377837892621756,48,13,2,1,F M S,Troyes,8,6.374528530985117,7.995275376364589,1.018158983439207
6863,Téji Savanier,16,1396,7,3.6847454737871885,1,2.9410630874335766,32,33,3,1,M,Montpellier,4,1.404526175931096,4.681223887950182,2.867945669218898
9182,Sepe Elye Wahi,18,1526,7,6.136269986629486,1,0.6899012681096792,32,9,5,1,F M,Montpellier,7,6.136269986629486,6.9609812796115875,0.5679877605289221
498,Alexis Sánchez,16,1209,6,5.092620737850666,0,3.3104886934161186,30,23,1,0,F S,Marseille,6,4.33252377063036,10.476476784795523,4.126983057707548
2442,Kevin Gameiro,19,1321,6,6.601496171206236,0,1.5794651005417109,29,16,0,0,F S,Strasbourg,6,5.841403137892485,7.862721497192979,2.1357832169160247
